ccaa,fecha,cases_50to59,cases_60to69,cases_70to79,cases_above80,cases_under50,deaths_under50,deaths_50to59,deaths_60to69,deaths_70to79,deaths_above80,hosp_under50,hosp_50to59,hosp_60to69,hosp_70to79,hosp_above80,uci_under50,uci_50to59,uci_60to69,uci_70to79,uci_above80
C.León,2020-07-13,0,0,0,2,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Andalucía,2020-07-13,0,4,3,1,24,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0
C.Mancha,2020-07-13,5,4,1,3,5,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0
C.Valenciana,2020-07-13,3,2,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cantabria,2020-07-12,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Baleares,2020-07-12,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-07-12,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-07-12,2,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Melilla,2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-12,2,1,2,0,7,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
La Rioja,2020-07-12,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Aragón,2020-07-12,3,2,1,2,26,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
Canarias,2020-07-12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Ceuta,2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-12,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
País Vasco,2020-07-12,5,4,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Extremadura,2020-07-12,1,1,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cataluña,2020-07-12,26,17,12,11,147,0,0,1,0,0,2,2,1,1,1,0,0,1,0,0
C.León,2020-07-12,1,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Andalucía,2020-07-12,1,3,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
C.Mancha,2020-07-12,3,1,0,2,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
C.Valenciana,2020-07-12,5,0,2,0,7,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
Cantabria,2020-07-11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Baleares,2020-07-11,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-07-11,7,1,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-07-11,1,2,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Melilla,2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-11,1,3,1,1,12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
La Rioja,2020-07-11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-11,11,4,3,3,92,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Canarias,2020-07-11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Ceuta,2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-11,0,2,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
País Vasco,2020-07-11,1,1,2,1,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Extremadura,2020-07-11,1,3,1,0,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Cataluña,2020-07-11,42,16,10,6,185,0,0,2,0,1,4,1,4,3,1,0,0,0,0,0
C.León,2020-07-11,1,0,0,2,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Andalucía,2020-07-11,8,1,0,1,32,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0
C.Mancha,2020-07-11,2,1,1,2,9,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0
C.Valenciana,2020-07-11,5,2,0,1,15,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0
Cantabria,2020-07-10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-07-10,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-10,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Navarra,2020-07-10,3,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-07-10,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-10,12,5,3,3,47,0,0,0,0,0,5,1,0,1,1,0,0,0,0,0
La Rioja,2020-07-10,1,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-10,3,7,1,2,48,0,0,0,0,0,2,0,2,0,1,0,0,2,0,0
Canarias,2020-07-10,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ceuta,2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-10,0,2,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
País Vasco,2020-07-10,10,4,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Extremadura,2020-07-10,3,1,2,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-07-10,80,57,44,31,524,0,0,0,1,1,4,1,3,2,4,1,0,0,0,0
C.León,2020-07-10,2,1,3,1,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Andalucía,2020-07-10,5,2,2,1,41,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
C.Mancha,2020-07-10,2,3,5,4,10,0,0,0,0,2,1,0,0,1,3,0,0,0,0,0
C.Valenciana,2020-07-10,2,0,1,1,19,0,0,0,0,0,3,1,2,1,1,1,0,0,0,0
Cantabria,2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-07-09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
no_ccaa,2020-07-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-07-09,5,1,1,2,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Murcia,2020-07-09,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-09,7,2,4,2,27,0,0,0,0,0,2,1,2,1,3,0,0,0,0,0
La Rioja,2020-07-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-09,10,3,2,1,47,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Canarias,2020-07-09,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Ceuta,2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-09,5,3,1,2,23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
País Vasco,2020-07-09,3,1,0,0,27,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
Extremadura,2020-07-09,2,2,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-07-09,63,37,20,31,351,0,0,0,0,1,4,3,0,2,5,0,1,0,0,0
C.León,2020-07-09,0,1,0,2,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Andalucía,2020-07-09,3,2,6,1,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
C.Mancha,2020-07-09,4,3,7,5,13,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0
C.Valenciana,2020-07-09,4,7,1,2,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cantabria,2020-07-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-07-08,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-07-08,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Murcia,2020-07-08,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-08,12,3,2,3,26,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0
La Rioja,2020-07-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-08,7,2,0,2,43,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0
Canarias,2020-07-08,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ceuta,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-08,3,1,1,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
País Vasco,2020-07-08,7,5,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura,2020-07-08,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-07-08,63,34,18,17,291,0,0,0,0,0,2,1,2,0,4,0,0,1,0,0
C.León,2020-07-08,1,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Andalucía,2020-07-08,13,2,2,0,35,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0
C.Mancha,2020-07-08,5,5,3,3,5,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1
C.Valenciana,2020-07-08,3,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cantabria,2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-07-07,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Asturias,2020-07-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Navarra,2020-07-07,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Murcia,2020-07-07,2,1,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Melilla,2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-07,13,4,3,8,38,0,1,0,0,0,3,1,0,3,2,0,0,0,0,0
La Rioja,2020-07-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-07,4,4,0,2,45,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0
Canarias,2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceuta,2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-07,2,1,1,1,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
País Vasco,2020-07-07,7,6,2,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Extremadura,2020-07-07,4,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cataluña,2020-07-07,63,30,12,17,260,0,1,0,0,1,4,2,9,1,4,0,0,0,1,0
C.León,2020-07-07,2,1,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Andalucía,2020-07-07,5,2,1,3,26,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
C.Mancha,2020-07-07,1,5,3,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C.Valenciana,2020-07-07,4,1,1,0,17,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Cantabria,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-07-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-06,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Navarra,2020-07-06,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Murcia,2020-07-06,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Melilla,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-06,5,5,2,2,18,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0
La Rioja,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-06,4,3,1,0,19,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
Canarias,2020-07-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceuta,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-06,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
País Vasco,2020-07-06,2,5,2,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Extremadura,2020-07-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-07-06,29,19,11,8,107,0,0,0,0,0,4,2,1,3,4,2,0,0,0,0
C.León,2020-07-06,1,2,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Andalucía,2020-07-06,2,2,0,0,6,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
C.Mancha,2020-07-06,1,2,0,4,14,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
C.Valenciana,2020-07-06,4,4,1,1,9,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
Cantabria,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-07-05,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-07-05,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-05,3,2,2,3,8,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0
La Rioja,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-05,1,0,1,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Canarias,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceuta,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-05,1,1,1,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
País Vasco,2020-07-05,3,0,1,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Extremadura,2020-07-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-07-05,22,1,4,0,80,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0
C.León,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andalucía,2020-07-05,3,1,1,1,6,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
C.Mancha,2020-07-05,1,0,0,2,3,0,0,1,0,0,3,0,0,1,2,0,0,0,0,0
C.Valenciana,2020-07-05,1,2,1,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Cantabria,2020-07-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-07-04,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-07-04,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Murcia,2020-07-04,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-04,3,1,2,2,9,0,0,0,0,1,3,3,1,0,2,0,0,0,0,0
La Rioja,2020-07-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-04,1,2,3,2,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Canarias,2020-07-04,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
Ceuta,2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-04,0,0,0,2,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
País Vasco,2020-07-04,1,2,1,4,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Extremadura,2020-07-04,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-07-04,23,13,9,12,84,0,0,0,1,1,2,0,4,2,0,0,0,1,1,0
C.León,2020-07-04,1,0,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Andalucía,2020-07-04,2,2,0,2,11,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
C.Mancha,2020-07-04,0,4,1,5,6,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
C.Valenciana,2020-07-04,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cantabria,2020-07-03,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-07-03,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-07-03,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Murcia,2020-07-03,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Melilla,2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-03,16,3,4,5,36,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0
La Rioja,2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-03,5,3,0,3,28,0,0,0,2,1,1,0,0,0,3,0,0,0,0,1
Canarias,2020-07-03,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Ceuta,2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-03,3,1,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-07-03,4,0,2,1,19,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Extremadura,2020-07-03,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-07-03,42,27,17,13,216,0,0,0,0,1,4,1,1,1,2,0,1,0,0,0
C.León,2020-07-03,1,1,1,1,9,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
Andalucía,2020-07-03,5,2,1,1,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C.Mancha,2020-07-03,4,4,3,5,13,0,0,0,0,0,2,0,1,2,4,0,0,0,0,0
C.Valenciana,2020-07-03,4,1,2,2,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Cantabria,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-07-02,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-07-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-07-02,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-02,4,3,3,12,36,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
La Rioja,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-02,1,2,2,1,25,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0
Canarias,2020-07-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceuta,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-02,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-07-02,2,5,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura,2020-07-02,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-07-02,39,21,20,8,173,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
C.León,2020-07-02,0,2,2,0,6,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
Andalucía,2020-07-02,2,1,1,1,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
C.Mancha,2020-07-02,4,9,7,3,13,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0
C.Valenciana,2020-07-02,5,3,2,3,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Cantabria,2020-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-07-01,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-07-01,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-07-01,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Melilla,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-07-01,7,4,2,3,21,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0
La Rioja,2020-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-07-01,1,0,2,3,22,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Canarias,2020-07-01,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceuta,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-07-01,2,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-07-01,1,1,1,1,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Extremadura,2020-07-01,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-07-01,34,23,12,6,175,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
C.León,2020-07-01,2,0,0,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Andalucía,2020-07-01,4,1,1,1,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
C.Mancha,2020-07-01,2,4,3,11,10,0,0,1,0,0,0,1,1,2,4,0,0,0,0,0
C.Valenciana,2020-07-01,6,1,0,0,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Cantabria,2020-06-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-30,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Asturias,2020-06-30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-06-30,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-06-30,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Melilla,2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-30,9,7,10,15,38,0,1,0,1,1,0,1,0,0,5,0,0,0,0,0
La Rioja,2020-06-30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aragón,2020-06-30,3,1,1,1,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Canarias,2020-06-30,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ceuta,2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-30,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-06-30,7,1,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura,2020-06-30,1,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-30,33,18,15,7,123,0,0,1,2,0,1,2,0,2,2,0,1,0,0,0
C.León,2020-06-30,2,2,2,2,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Andalucía,2020-06-30,5,2,0,2,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
C.Mancha,2020-06-30,2,5,1,7,4,0,0,0,0,1,3,0,1,0,2,0,0,0,0,0
