ccaa,dose1_80,pop_80,perc_80,dose1_70,pop_70,perc_70,dose1_60,perc_60,dose1_50,pop_50,perc_50,dose1_25,pop_25,perc_25,dose1_18,pop_18,perc_18,dose1_16,pop_16,perc_16,dose1_total,pop_total,perc_total,fecha
"Melilla","1.852","2.349","78,8%","2.973","7.827","79,3%","5.444","69,6%","4.093","11.299","0","3.787","30.095","12,6%","235","8.536","2,8%","6","2.324","0,3%","18.390","66.178","27,8%","2021-05-12T22:00:00.000Z"
"Melilla","1.855","2.349","79,0%","2.974","7.827","79,3%","5.445","69,6%","4.110","11.299","0","3.874","30.095","12,9%","285","8.536","3,3%","6","2.324","0,3%","18.549","66.178","28,0%","2021-05-13T22:00:00.000Z"
"Melilla","1.857","2.349","79,1%","2.975","7.827","79,4%","5.464","69,8%","4.719","11.299","41,8%","3.894","30.095","12,9%","289","8.536","3,4%","6","2.324","0,3%","19.204","66.178","29,0%","2021-05-16T22:00:00.000Z"
"Melilla","1.861","2.349","79,2%","2.980","7.827","79,5%","5.490","70,1%","5.227","11.299","46,3%","3.922","30.095","13,0%","293","8.536","3,4%","6","2.324","0,3%","19.779","66.178","29,9%","2021-05-17T22:00:00.000Z"
"Melilla","1.870","2.349","79,6%","3.007","7.827","80,2%","5.530","70,7%","6.316","11.299","55,9%","3.946","30.095","13,1%","293","8.536","3,4%","6","2.324","0,3%","20.968","66.178","31,7%","2021-05-18T22:00:00.000Z"
"Melilla","1.886","2.349","80,3%","3.027","7.827","80,8%","5.582","71,3%","7.135","11.299","63,1%","4.420","30.095","14,7%","298","8.536","3,5%","6","2.324","0,3%","22.354","66.178","33,8%","2021-05-19T22:00:00.000Z"
"Melilla","1.886","2.349","80,3%","3.027","7.827","80,8%","5.582","71,3%","7.135","11.299","63,1%","4.420","30.095","14,7%","298","8.536","3,5%","6","2.324","0,3%","22.354","66.178","33,8%","2021-05-20T22:00:00.000Z"
"Melilla","1.890","2.349","80,5%","3.042","7.827","81,2%","5.912","75,5%","7.487","11.299","66,3%","5.836","30.095","19,4%","298","8.536","3,5%","6","2.324","0,3%","24.471","66.178","37,0%","2021-05-23T22:00:00.000Z"
"Melilla","1.891","2.349","80,5%","3.046","7.827","81,3%","6.101","77,9%","7.622","11.299","67,5%","6.323","30.095","21,0%","298","8.536","3,5%","7","2.324","0,3%","25.288","66.178","38,2%","2021-05-24T22:00:00.000Z"
"Melilla","1.895","2.349","80,7%","3.063","7.827","81,7%","6.116","78,1%","7.757","11.299","68,7%","7.449","30.095","24,8%","299","8.536","3,5%","7","2.324","0,3%","26.586","66.178","40,2%","2021-05-25T22:00:00.000Z"
"Melilla","1.904","2.349","81,1%","3.071","7.827","81,9%","6.122","78,2%","7.857","11.299","69,5%","8.120","30.095","27,0%","300","8.536","3,5%","7","2.324","0,3%","27.381","66.178","41,4%","2021-05-26T22:00:00.000Z"
"Melilla","1.907","2.349","81,2%","3.074","7.827","82,0%","6.127","78,3%","7.932","11.299","70,2%","8.771","30.095","29,1%","302","8.536","3,5%","7","2.324","0,3%","28.120","66.178","42,5%","2021-05-27T22:00:00.000Z"
"Melilla","1.908","2.349","81,2%","3.085","7.827","82,3%","6.135","78,4%","7.948","11.299","70,3%","8.842","30.095","29,4%","312","8.536","3,7%","7","2.324","0,3%","28.237","66.178","42,7%","2021-05-30T22:00:00.000Z"
"Melilla","1.908","2.349","81,2%","3.085","7.827","82,3%","6.136","78,4%","7.952","11.299","70,4%","8.850","30.095","29,4%","313","8.536","3,7%","7","2.324","0,3%","28.251","66.178","42,7%","2021-05-31T22:00:00.000Z"
"Melilla","1.909","2.349","81,3%","3.094","7.827","82,6%","6.131","78,3%","7.983","11.299","70,7%","9.424","30.095","31,3%","315","8.536","3,7%","7","2.324","0,3%","28.863","66.178","43,6%","2021-06-01T22:00:00.000Z"
"Melilla","1.911","2.349","81,4%","3.096","7.827","82,6%","6.142","78,5%","8.031","11.299","71,1%","9.485","30.095","31,5%","315","8.536","3,7%","7","2.324","0,3%","28.987","66.178","43,8%","2021-06-02T22:00:00.000Z"
"Melilla","1.920","81,7%","3.120","83,2%","71,1%","78,5%","8.037","7.462","62,2%","2.005","11,1%","315","3,7%","7","0,3%","29.013","66.178","43,8%",,,,,,"2021-06-03T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","1.020","-","4.192","-","-","24.681","-","-","2.718","-","-","0","-","-","32.615","-","-","2021-03-30T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","1.074","-","4.421","-","-","26.663","-","-","2.946","-","-","0","-","-","35.108","-","-","2021-03-31T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","1.182","-","4.724","-","-","27.519","-","-","2.972","-","-","0","-","-","36.401","-","-","2021-04-02T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","1.267","-","5.736","-","-","34.720","-","-","3.519","-","-","0","-","-","45.246","-","-","2021-04-04T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","1.310","-","6.133","-","-","38.055","-","-","3.921","-","-","0","-","-","49.423","-","-","2021-04-05T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","1.423","-","6.501","-","-","40.628","-","-","4.473","-","-","0","-","-","53.029","-","-","2021-04-06T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","1.550","-","7.039","-","-","43.265","-","-","5.183","-","-","0","-","-","57.042","-","-","2021-04-07T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","1.687","-","7.417","-","-","45.658","-","-","5.648","-","-","0","-","-","60.415","-","-","2021-04-08T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","2.128","-","7.689","-","-","47.063","-","-","6.264","-","-","0","-","-","63.151","-","-","2021-04-11T22:00:00.000Z"
"Fuerzas Armadas","27","-","-","8","-","-","2.296","-","7.709","-","-","47.191","-","-","6.277","-","-","0","-","-","63.508","-","-","2021-04-12T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","9","-","-","2.508","-","7.732","-","-","47.240","-","-","6.278","-","-","0","-","-","63.793","-","-","2021-04-13T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","9","-","-","2.609","-","7.772","-","-","47.389","-","-","6.283","-","-","0","-","-","64.088","-","-","2021-04-14T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","9","-","-","2.680","-","7.795","-","-","47.427","-","-","6.285","-","-","0","-","-","64.222","-","-","2021-04-15T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","9","-","-","2.853","-","7.848","-","-","47.507","-","-","6.287","-","-","0","-","-","64.530","-","-","2021-04-18T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","2.883","-","7.860","-","-","47.525","-","-","6.289","-","-","0","-","-","64.593","-","-","2021-04-19T22:00:00.000Z"
"Fuerzas Armadas","25","-","-","10","-","-","2.900","-","7.866","-","-","47.530","-","-","6.289","-","-","0","-","-","64.620","-","-","2021-04-20T22:00:00.000Z"
"Fuerzas Armadas","25","-","-","10","-","-","3.002","-","7.874","-","-","47.549","-","-","6.289","-","-","0","-","-","64.749","-","-","2021-04-21T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.040","-","7.881","-","-","47.566","-","-","6.289","-","-","0","-","-","64.812","-","-","2021-04-22T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.133","-","7.894","-","-","47.611","-","-","6.289","-","-","0","-","-","64.963","-","-","2021-04-25T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.136","-","7.895","-","-","47.625","-","-","6.290","-","-","0","-","-","64.982","-","-","2021-04-26T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.136","-","7.895","-","-","47.625","-","-","6.290","-","-","0","-","-","64.982","-","-","2021-04-27T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.114","-","7.901","-","-","47.648","-","-","6.290","-","-","0","-","-","64.989","-","-","2021-04-28T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.119","-","7.907","-","-","47.676","-","-","6.295","-","-","0","-","-","65.033","-","-","2021-04-29T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.119","-","7.907","-","-","47.675","-","-","6.295","-","-","0","-","-","65.032","-","-","2021-05-02T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.123","-","7.947","-","-","48.369","-","-","6.391","-","-","0","-","-","65.866","-","-","2021-05-03T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.135","-","7.959","-","-","48.392","-","-","6.394","-","-","0","-","-","65.916","-","-","2021-05-04T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.139","-","7.964","-","-","48.403","-","-","6.396","-","-","0","-","-","65.938","-","-","2021-05-05T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.139","-","7.984","-","-","48.683","-","-","6.475","-","-","0","-","-","66.317","-","-","2021-05-06T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.140","-","7.993","-","-","48.766","-","-","6.507","-","-","0","-","-","66.442","-","-","2021-05-09T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.150","-","7.998","-","-","48.798","-","-","6.507","-","-","0","-","-","66.489","-","-","2021-05-10T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.150","-","8.024","-","-","49.484","-","-","6.683","-","-","0","-","-","67.377","-","-","2021-05-11T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.161","-","8.080","-","-","49.675","-","-","6.731","-","-","0","-","-","67.683","-","-","2021-05-12T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.169","-","8.116","-","-","49.842","-","-","6.759","-","-","0","-","-","67.922","-","-","2021-05-13T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.169","-","8.150","-","-","49.999","-","-","6.787","-","-","0","-","-","68.141","-","-","2021-05-16T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.171","-","8.155","-","-","50.034","-","-","6.792","-","-","0","-","-","68.188","-","-","2021-05-17T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.172","-","8.168","-","-","50.087","-","-","6.794","-","-","0","-","-","68.257","-","-","2021-05-18T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.177","-","8.171","-","-","50.097","-","-","6.797","-","-","0","-","-","68.278","-","-","2021-05-19T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","10","-","-","3.183","-","8.190","-","-","50.153","-","-","6.798","-","-","0","-","-","68.360","-","-","2021-05-20T22:00:00.000Z"
"Fuerzas Armadas","26","-","-","11","-","-","3.255","-","8.209","-","-","50.176","-","-","6.800","-","-","0","-","-","68.477","-","-","2021-05-23T22:00:00.000Z"
"Fuerzas Armadas","27","-","-","11","-","-","3.258","-","8.217","-","-","50.232","-","-","6.820","-","-","0","-","-","68.565","-","-","2021-05-24T22:00:00.000Z"
"Fuerzas Armadas","27","-","-","11","-","-","3.259","-","8.231","-","-","50.320","-","-","6.841","-","-","0","-","-","68.689","-","-","2021-05-25T22:00:00.000Z"
"Fuerzas Armadas","27","-","-","11","-","-","3.259","-","8.245","-","-","50.421","-","-","6.869","-","-","0","-","-","68.832","-","-","2021-05-26T22:00:00.000Z"
"Fuerzas Armadas","28","-","-","12","-","-","3.271","-","8.303","-","-","50.772","-","-","6.978","-","-","2","-","-","69.366","-","-","2021-05-27T22:00:00.000Z"
"Fuerzas Armadas","28","-","-","13","-","-","3.274","-","8.311","-","-","50.873","-","-","7.009","-","-","2","-","-","69.510","-","-","2021-05-30T22:00:00.000Z"
"Fuerzas Armadas","28","-","-","13","-","-","3.277","-","8.319","-","-","50.911","-","-","7.009","-","-","2","-","-","69.559","-","-","2021-05-31T22:00:00.000Z"
"Fuerzas Armadas","28","-","-","13","-","-","3.278","-","8.325","-","-","51.030","-","-","7.062","-","-","2","-","-","69.738","-","-","2021-06-01T22:00:00.000Z"
"Fuerzas Armadas","29","-","-","13","-","-","3.280","-","8.364","-","-","51.492","-","-","7.699","-","-","13","-","-","70.890","-","-","2021-06-02T22:00:00.000Z"
"Fuerzas Armadas","29","-","13","-","-","-","8.384","17.740","-","34.159","-","8.097","-","13","-","71.719","-","-",,,,,,"2021-06-03T22:00:00.000Z"
"Total España","2.007.727","2.834.024","70,8%","152.094","5.336.986","3,8%","490.245","9,2%","787.404","7.033.306","11,2%","1.719.912","16.706.113","10,3%","155.625","3.310.299","4,7%","1.069","949.049","0,1%","5.314.076","40.129.822","13,2%","2021-03-30T22:00:00.000Z"
"Total España","2.126.877","2.834.024","75,0%","165.201","5.336.986","4,2%","544.513","10,2%","803.275","7.033.306","11,4%","1.745.608","16.706.113","10,4%","158.574","3.310.299","4,8%","1.092","949.049","0,1%","5.545.140","40.129.822","13,8%","2021-03-31T22:00:00.000Z"
"Total España","2.188.074","2.834.024","77,2%","171.548","5.336.986","4,3%","601.711","11,3%","816.240","7.033.306","11,6%","1.767.706","16.706.113","10,6%","161.073","3.310.299","4,9%","1.098","949.049","0,1%","5.707.450","40.129.822","14,2%","2021-04-02T22:00:00.000Z"
"Total España","2.241.616","2.834.024","79,1%","198.246","5.336.986","5,0%","686.301","12,9%","822.495","7.033.306","11,7%","1.778.611","16.706.113","10,6%","162.511","3.310.299","4,9%","1.108","949.049","0,1%","5.890.888","40.129.822","14,7%","2021-04-04T22:00:00.000Z"
"Total España","2.276.259","2.834.024","80,3%","216.569","5.336.986","5,5%","836.230","15,7%","833.818","7.033.306","11,9%","1.790.549","16.706.113","10,7%","164.159","3.310.299","5,0%","1.126","949.049","0,1%","6.118.710","40.129.822","15,2%","2021-04-05T22:00:00.000Z"
"Total España","2.357.123","2.834.024","83,2%","268.794","5.336.986","6,8%","978.601","18,3%","842.937","7.033.306","12,0%","1.800.943","16.706.113","10,8%","166.455","3.310.299","5,0%","1.163","949.049","0,1%","6.416.016","40.129.822","16,0%","2021-04-06T22:00:00.000Z"
"Total España","2.476.053","2.834.024","87,4%","360.449","5.336.986","9,1%","1.112.458","20,8%","854.789","7.033.306","12,2%","1.816.040","16.706.113","10,9%","170.100","3.310.299","5,1%","1.190","949.049","0,1%","6.791.079","40.129.822","16,9%","2021-04-07T22:00:00.000Z"
"Total España","2.589.319","2.834.024","91,4%","525.651","5.336.986","13,3%","1.191.226","22,3%","858.090","7.033.306","12,2%","1.822.952","16.706.113","10,9%","171.248","3.310.299","5,2%","1.230","949.049","0,1%","7.159.716","40.129.822","17,8%","2021-04-08T22:00:00.000Z"
"Total España","2.682.068","2.834.024","94,6%","741.854","5.336.986","18,7%","1.384.154","25,9%","863.443","7.033.306","12,3%","1.830.988","16.706.113","11,0%","172.759","3.310.299","5,2%","1.294","949.049","0,1%","7.676.560","40.129.822","19,1%","2021-04-11T22:00:00.000Z"
"Total España","2.709.550","2.834.024","95,6%","846.756","5.336.986","21,4%","1.506.546","28,2%","865.978","7.033.306","12,3%","1.834.210","16.706.113","11,0%","173.213","3.310.299","5,2%","1.313","949.049","0,1%","7.937.566","40.129.822","19,8%","2021-04-12T22:00:00.000Z"
"Total España","2.735.510","2.834.024","96,5%","1.025.197","5.336.986","25,9%","1.609.291","30,2%","868.505","7.033.306","12,3%","1.837.354","16.706.113","11,0%","173.699","3.310.299","5,2%","1.331","949.049","0,1%","8.250.887","40.129.822","20,6%","2021-04-13T22:00:00.000Z"
"Total España","2.758.919","2.834.024","97,3%","1.259.516","5.336.986","31,8%","1.721.165","32,2%","872.565","7.033.306","12,4%","1.843.400","16.706.113","11,0%","174.625","3.310.299","5,3%","1.358","949.049","0,1%","8.631.548","40.129.822","21,5%","2021-04-14T22:00:00.000Z"
"Total España","2.777.529","2.834.024","98,0%","1.499.204","5.336.986","37,9%","1.822.392","34,1%","877.376","7.033.306","12,5%","1.848.914","16.706.113","11,1%","175.260","3.310.299","5,3%","1.379","949.049","0,1%","9.002.054","40.129.822","22,4%","2021-04-15T22:00:00.000Z"
"Total España","2.794.017","2.834.024","98,6%","1.736.561","5.336.986","43,9%","1.983.650","37,2%","888.154","7.033.306","12,6%","1.861.151","16.706.113","11,1%","176.734","3.310.299","5,3%","1.418","949.049","0,1%","9.441.685","40.129.822","23,5%","2021-04-18T22:00:00.000Z"
"Total España","2.799.888","2.834.024","98,8%","1.798.887","5.336.986","45,4%","2.054.922","38,5%","891.724","7.033.306","12,7%","1.864.992","16.706.113","11,2%","177.072","3.310.299","5,3%","1.428","949.049","0,2%","9.588.913","40.129.822","23,9%","2021-04-19T22:00:00.000Z"
"Total España","2.809.981","2.834.024","99,2%","2.002.174","5.336.986","50,6%","2.126.005","39,8%","897.153","7.033.306","12,8%","1.871.581","16.706.113","11,2%","177.850","3.310.299","5,4%","1.459","949.049","0,2%","9.886.203","40.129.822","24,6%","2021-04-20T22:00:00.000Z"
"Total España","2.817.776","2.834.024","99,4%","2.181.336","5.336.986","55,1%","2.182.859","40,9%","902.212","7.033.306","12,8%","1.877.770","16.706.113","11,2%","178.500","3.310.299","5,4%","1.496","949.049","0,2%","10.141.949","40.129.822","25,3%","2021-04-21T22:00:00.000Z"
"Total España","2.826.257","2.834.024","99,7%","2.346.139","5.336.986","59,2%","2.259.881","42,3%","907.375","7.033.306","12,9%","1.885.460","16.706.113","11,3%","179.199","3.310.299","5,4%","1.552","949.049","0,2%","10.405.863","40.129.822","25,9%","2021-04-22T22:00:00.000Z"
"Total España","2.836.131","2.834.024","100,1%","2.559.710","5.336.986","64,6%","2.411.248","45,2%","913.960","7.033.306","13,0%","1.893.407","16.706.113","11,3%","180.415","3.310.299","5,5%","1.595","949.049","0,2%","10.796.466","40.129.822","26,9%","2021-04-25T22:00:00.000Z"
"Total España","2.841.347","2.834.024","100,3%","2.661.041","5.336.986","67,2%","2.513.970","47,1%","917.315","7.033.306","13,0%","1.897.609","16.706.113","11,4%","180.980","3.310.299","5,5%","1.649","949.049","0,2%","11.013.911","40.129.822","27,4%","2021-04-26T22:00:00.000Z"
"Total España","2.845.614","2.834.024","100,4%","2.831.334","5.336.986","71,5%","2.577.017","48,3%","921.300","7.033.306","13,1%","1.902.698","16.706.113","11,4%","181.532","3.310.299","5,5%","1.676","949.049","0,2%","11.261.171","40.129.822","28,1%","2021-04-27T22:00:00.000Z"
"Total España","2.850.990","2.834.024","100,6%","2.998.492","5.336.986","75,7%","2.652.769","49,7%","925.745","7.033.306","13,2%","1.908.330","16.706.113","11,4%","182.112","3.310.299","5,5%","1.708","949.049","0,2%","11.520.146","40.129.822","28,7%","2021-04-28T22:00:00.000Z"
"Total España","2.854.168","2.834.024","100,0%","3.084.213","5.336.986","77,9%","2.721.404","51,0%","929.965","7.033.306","13,2%","1.915.200","16.706.113","11,5%","183.406","3.310.299","5,5%","1.740","949.049","0,2%","11.690.096","40.129.822","29,1%","2021-04-29T22:00:00.000Z"
"Total España","2.862.228","2.834.024","100,0%","3.317.764","5.336.986","83,8%","2.961.573","55,5%","938.534","7.033.306","13,3%","1.927.778","16.706.113","11,5%","186.380","3.310.299","5,6%","1.822","949.049","0,2%","12.196.079","40.129.822","30,4%","2021-05-02T22:00:00.000Z"
"Total España","2.864.782","2.834.024","100,0%","3.376.716","5.336.986","85,3%","3.075.181","57,6%","942.149","7.033.306","13,4%","1.933.262","16.706.113","11,6%","187.281","3.310.299","5,7%","1.842","949.049","0,2%","12.381.213","40.129.822","30,9%","2021-05-03T22:00:00.000Z"
"Total España","2.867.199","2.834.024","100,0%","3.449.358","5.336.986","87,1%","3.290.688","61,7%","949.765","7.033.306","13,5%","1.939.377","16.706.113","11,6%","188.084","3.310.299","5,7%","1.870","949.049","0,2%","12.686.341","40.129.822","31,6%","2021-05-04T22:00:00.000Z"
"Total España","2.870.332","2.834.024","100,0%","3.509.240","5.336.986","88,6%","3.484.074","65,3%","964.098","7.033.306","0","1.947.642","16.706.113","11,7%","189.257","3.310.299","5,7%","1.909","949.049","0,2%","12.966.552","40.129.822","32,3%","2021-05-05T22:00:00.000Z"
"Total España","2.873.301","2.834.024","100,0%","3.563.098","5.336.986","90,0%","3.688.978","69,1%","998.116","7.033.306","0","1.955.734","16.706.113","11,7%","190.338","3.310.299","5,7%","1.946","949.049","0,2%","13.271.511","40.129.822","33,1%","2021-05-06T22:00:00.000Z"
"Total España","2.877.088","2.834.024","100,0%","3.664.351","5.336.986","92,5%","3.981.473","74,6%","1.109.447","7.033.306","0","1.969.430","16.706.113","11,8%","193.647","3.310.299","5,8%","1.995","949.049","0,2%","13.797.431","40.129.822","34,4%","2021-05-09T22:00:00.000Z"
"Total España","2.879.362","2.834.024","100,0%","3.686.268","5.336.986","93,1%","4.112.694","77,1%","1.174.923","7.033.306","0","1.979.245","16.706.113","11,8%","194.436","3.310.299","5,9%","2.026","949.049","0,2%","14.028.954","40.129.822","35,0%","2021-05-10T22:00:00.000Z"
